A=3, h=1+1+1, 
A=770, h=5+13+24, 
A=770, h=5+24+13, 
A=770, h=5+27+4, 
A=770, h=8+9+25, 
A=770, h=8+25+9, 
A=770, h=9+8+25, 
A=770, h=9+17+20, 
A=770, h=9+20+17, 
A=770, h=9+25+8, 
A=770, h=12+1+25, 
A=770, h=12+25+1, 
A=770, h=13+5+24, 
A=770, h=13+24+5, 
A=770, h=15+4+23, 
A=770, h=15+16+17, 
A=770, h=15+17+16, 
A=770, h=15+23+4, 
A=770, h=16+15+17, 
A=770, h=16+17+15, 
A=770, h=17+9+20, 
A=770, h=17+15+16, 
A=770, h=17+16+15, 
A=770, h=17+20+9, 
A=770, h=19+3+20, 
A=770, h=19+20+3, 
A=770, h=20+3+19, 
A=770, h=20+9+17, 
A=770, h=20+17+9, 
A=770, h=20+19+3, 
A=770, h=23+4+15, 
A=770, h=23+15+4, 
A=770, h=24+5+13, 
A=770, h=24+13+5, 
A=770, h=25+1+12, 
A=770, h=25+8+9, 
A=770, h=25+9+8, 
A=770, h=25+12+1, 
A=770, h=27+4+5, 
A=770, h=27+5+4, 
A=771, h=5+11+25, 
A=771, h=5+25+11, 
A=771, h=7+19+19, 
A=771, h=11+5+25, 
A=771, h=11+11+23, 
A=771, h=11+17+19, 
A=771, h=11+19+17, 
A=771, h=11+23+11, 
A=771, h=11+25+5, 
A=771, h=17+11+19, 
A=771, h=17+19+11, 
A=771, h=19+7+19, 
A=771, h=19+11+17, 
A=771, h=19+17+11, 
A=771, h=19+19+7, 
A=771, h=23+11+11, 
A=771, h=25+5+11, 
A=771, h=25+11+5, 
A=772, h=12+12+22, 
A=772, h=12+22+12, 
A=772, h=22+12+12, 
A=773, h=1+14+24, 
A=773, h=1+24+14, 
A=773, h=2+12+25, 
A=773, h=2+25+12, 
A=773, h=4+9+26, 
A=773, h=4+26+9, 
A=773, h=7+18+20, 
A=773, h=7+20+18, 
A=773, h=8+15+22, 
A=773, h=8+22+15, 
A=773, h=9+4+26, 
A=773, h=9+26+4, 
A=773, h=10+12+23, 
A=773, h=10+23+12, 
A=773, h=12+2+25, 
A=773, h=12+10+23, 
A=773, h=12+23+10, 
A=773, h=12+25+2, 
A=773, h=14+1+24, 
A=773, h=14+24+1, 
A=773, h=15+8+22, 
A=773, h=15+22+8, 
A=773, h=18+7+20, 
A=773, h=18+20+7, 
A=773, h=20+7+18, 
A=773, h=20+18+7, 
A=773, h=22+8+15, 
A=773, h=22+15+8, 
A=773, h=23+10+12, 
A=773, h=23+12+10, 
A=773, h=24+1+14, 
A=773, h=24+14+1, 
A=773, h=25+2+12, 
A=773, h=25+12+2, 
A=773, h=26+4+9, 
A=773, h=26+9+4, 
A=774, h=1+17+22, 
A=774, h=1+22+17, 
A=774, h=3+6+27, 
A=774, h=3+18+21, 
A=774, h=3+21+18, 
A=774, h=3+27+6, 
A=774, h=6+3+27, 
A=774, h=6+27+3, 
A=774, h=7+7+26, 
A=774, h=7+10+25, 
A=774, h=7+14+23, 
A=774, h=7+23+14, 
A=774, h=7+25+10, 
A=774, h=7+26+7, 
A=774, h=10+7+25, 
A=774, h=10+25+7, 
A=774, h=11+13+22, 
A=774, h=11+22+13, 
A=774, h=13+11+22, 
A=774, h=13+22+11, 
A=774, h=14+7+23, 
A=774, h=14+17+17, 
A=774, h=14+23+7, 
A=774, h=15+15+18, 
A=774, h=15+18+15, 
A=774, h=17+1+22, 
A=774, h=17+14+17, 
A=774, h=17+17+14, 
A=774, h=17+22+1, 
A=774, h=18+3+21, 
A=774, h=18+15+15, 
A=774, h=18+21+3, 
A=774, h=21+3+18, 
A=774, h=21+18+3, 
A=774, h=22+1+17, 
A=774, h=22+11+13, 
A=774, h=22+13+11, 
A=774, h=22+17+1, 
A=774, h=23+7+14, 
A=774, h=23+14+7, 
A=774, h=25+7+10, 
A=774, h=25+10+7, 
A=774, h=26+7+7, 
A=774, h=27+3+6, 
A=774, h=27+6+3, 
A=776, h=2+14+24, 
A=776, h=2+24+14, 
A=776, h=6+8+26, 
A=776, h=6+16+22, 
A=776, h=6+22+16, 
A=776, h=6+26+8, 
A=776, h=8+6+26, 
A=776, h=8+26+6, 
A=776, h=10+10+24, 
A=776, h=10+24+10, 
A=776, h=14+2+24, 
A=776, h=14+16+18, 
A=776, h=14+18+16, 
A=776, h=14+24+2, 
A=776, h=16+6+22, 
A=776, h=16+14+18, 
A=776, h=16+18+14, 
A=776, h=16+22+6, 
A=776, h=18+14+16, 
A=776, h=18+16+14, 
A=776, h=22+6+16, 
A=776, h=22+16+6, 
A=776, h=24+2+14, 
A=776, h=24+10+10, 
A=776, h=24+14+2, 
A=776, h=26+6+8, 
A=776, h=26+8+6, 
A=777, h=1+10+26, 
A=777, h=1+26+10, 
A=777, h=2+17+22, 
A=777, h=2+22+17, 
A=777, h=4+19+20, 
A=777, h=4+20+19, 
A=777, h=10+1+26, 
A=777, h=10+26+1, 
A=777, h=11+16+20, 
A=777, h=11+20+16, 
A=777, h=16+11+20, 
A=777, h=16+20+11, 
A=777, h=17+2+22, 
A=777, h=17+22+2, 
A=777, h=19+4+20, 
A=777, h=19+20+4, 
A=777, h=20+4+19, 
A=777, h=20+11+16, 
A=777, h=20+16+11, 
A=777, h=20+19+4, 
A=777, h=22+2+17, 
A=777, h=22+17+2, 
A=777, h=26+1+10, 
A=777, h=26+10+1, 
A=778, h=3+12+25, 
A=778, h=3+25+12, 
A=778, h=9+11+24, 
A=778, h=9+16+21, 
A=778, h=9+21+16, 
A=778, h=9+24+11, 
A=778, h=11+9+24, 
A=778, h=11+24+9, 
A=778, h=12+3+25, 
A=778, h=12+25+3, 
A=778, h=16+9+21, 
A=778, h=16+21+9, 
A=778, h=21+9+16, 
A=778, h=21+16+9, 
A=778, h=24+9+11, 
A=778, h=24+11+9, 
A=778, h=25+3+12, 
A=778, h=25+12+3, 
A=779, h=1+7+27, 
A=779, h=1+27+7, 
A=779, h=5+5+27, 
A=779, h=5+15+23, 
A=779, h=5+23+15, 
A=779, h=5+27+5, 
A=779, h=7+1+27, 
A=779, h=7+17+21, 
A=779, h=7+21+17, 
A=779, h=7+27+1, 
A=779, h=9+13+23, 
A=779, h=9+23+13, 
A=779, h=13+9+23, 
A=779, h=13+13+21, 
A=779, h=13+21+13, 
A=779, h=13+23+9, 
A=779, h=15+5+23, 
A=779, h=15+23+5, 
A=779, h=17+7+21, 
A=779, h=17+21+7, 
A=779, h=21+7+17, 
A=779, h=21+13+13, 
A=779, h=21+17+7, 
A=779, h=23+5+15, 
A=779, h=23+9+13, 
A=779, h=23+13+9, 
A=779, h=23+15+5, 
A=779, h=27+1+7, 
A=779, h=27+5+5, 
A=779, h=27+7+1, 
A=780, h=2+10+26, 
A=780, h=2+26+10, 
A=780, h=10+2+26, 
A=780, h=10+14+22, 
A=780, h=10+22+14, 
A=780, h=10+26+2, 
A=780, h=14+10+22, 
A=780, h=14+22+10, 
A=780, h=22+10+14, 
A=780, h=22+14+10, 
A=780, h=26+2+10, 
A=780, h=26+10+2, 
A=781, h=3+14+24, 
A=781, h=3+24+14, 
A=781, h=4+6+27, 
A=781, h=4+18+21, 
A=781, h=4+21+18, 
A=781, h=4+27+6, 
A=781, h=6+4+27, 
A=781, h=6+13+24, 
A=781, h=6+24+13, 
A=781, h=6+27+4, 
A=781, h=12+14+21, 
A=781, h=12+21+14, 
A=781, h=13+6+24, 
A=781, h=13+24+6, 
A=781, h=14+3+24, 
A=781, h=14+12+21, 
A=781, h=14+21+12, 
A=781, h=14+24+3, 
A=781, h=18+4+21, 
A=781, h=18+21+4, 
A=781, h=21+4+18, 
A=781, h=21+12+14, 
A=781, h=21+14+12, 
A=781, h=21+18+4, 
A=781, h=24+3+14, 
A=781, h=24+6+13, 
A=781, h=24+13+6, 
A=781, h=24+14+3, 
A=781, h=27+4+6, 
A=781, h=27+6+4, 
A=782, h=2+7+27, 
A=782, h=2+27+7, 
A=782, h=3+17+22, 
A=782, h=3+22+17, 
A=782, h=5+9+26, 
A=782, h=5+26+9, 
A=782, h=6+11+25, 
A=782, h=6+25+11, 
A=782, h=7+2+27, 
A=782, h=7+27+2, 
A=782, h=9+5+26, 
A=782, h=9+26+5, 
A=782, h=11+6+25, 
A=782, h=11+25+6, 
A=782, h=13+17+18, 
A=782, h=13+18+17, 
A=782, h=14+15+19, 
A=782, h=14+19+15, 
A=782, h=15+14+19, 
A=782, h=15+19+14, 
A=782, h=17+3+22, 
A=782, h=17+13+18, 
A=782, h=17+18+13, 
A=782, h=17+22+3, 
A=782, h=18+13+17, 
A=782, h=18+17+13, 
A=782, h=19+14+15, 
A=782, h=19+15+14, 
A=782, h=22+3+17, 
A=782, h=22+17+3, 
A=782, h=25+6+11, 
A=782, h=25+11+6, 
A=782, h=26+5+9, 
A=782, h=26+9+5, 
A=782, h=27+2+7, 
A=782, h=27+7+2, 
A=784, h=8+12+24, 
A=784, h=8+24+12, 
A=784, h=12+8+24, 
A=784, h=12+24+8, 
A=784, h=24+8+12, 
A=784, h=24+12+8, 
A=785, h=3+10+26, 
A=785, h=3+26+10, 
A=785, h=4+12+25, 
A=785, h=4+25+12, 
A=785, h=10+3+26, 
A=785, h=10+18+19, 
A=785, h=10+19+18, 
A=785, h=10+26+3, 
A=785, h=12+4+25, 
A=785, h=12+25+4, 
A=785, h=18+10+19, 
A=785, h=18+19+10, 
A=785, h=19+10+18, 
A=785, h=19+18+10, 
A=785, h=25+4+12, 
A=785, h=25+12+4, 
A=785, h=26+3+10, 
A=785, h=26+10+3, 
A=786, h=1+16+23, 
A=786, h=1+23+16, 
A=786, h=5+19+20, 
A=786, h=5+20+19, 
A=786, h=8+19+19, 
A=786, h=13+16+19, 
A=786, h=13+19+16, 
A=786, h=16+1+23, 
A=786, h=16+13+19, 
A=786, h=16+19+13, 
A=786, h=16+23+1, 
A=786, h=19+5+20, 
A=786, h=19+8+19, 
A=786, h=19+13+16, 
A=786, h=19+16+13, 
A=786, h=19+19+8, 
A=786, h=19+20+5, 
A=786, h=20+5+19, 
A=786, h=20+19+5, 
A=786, h=23+1+16, 
A=786, h=23+16+1, 
A=787, h=3+7+27, 
A=787, h=3+27+7, 
A=787, h=7+3+27, 
A=787, h=7+27+3, 
A=787, h=9+9+25, 
A=787, h=9+25+9, 
A=787, h=11+15+21, 
A=787, h=11+21+15, 
A=787, h=15+11+21, 
A=787, h=15+21+11, 
A=787, h=21+11+15, 
A=787, h=21+15+11, 
A=787, h=25+9+9, 
A=787, h=27+3+7, 
A=787, h=27+7+3, 
A=788, h=4+14+24, 
A=788, h=4+24+14, 
A=788, h=8+18+20, 
A=788, h=8+20+18, 
A=788, h=14+4+24, 
A=788, h=14+24+4, 
A=788, h=18+8+20, 
A=788, h=18+20+8, 
A=788, h=20+8+18, 
A=788, h=20+18+8, 
A=788, h=24+4+14, 
A=788, h=24+14+4, 
A=789, h=2+16+23, 
A=789, h=2+23+16, 
A=789, h=4+17+22, 
A=789, h=4+22+17, 
A=789, h=7+8+26, 
A=789, h=7+16+22, 
A=789, h=7+22+16, 
A=789, h=7+26+8, 
A=789, h=8+7+26, 
A=789, h=8+10+25, 
A=789, h=8+14+23, 
A=789, h=8+23+14, 
A=789, h=8+25+10, 
A=789, h=8+26+7, 
A=789, h=10+8+25, 
A=789, h=10+17+20, 
A=789, h=10+20+17, 
A=789, h=10+25+8, 
A=789, h=14+8+23, 
A=789, h=14+23+8, 
A=789, h=16+2+23, 
A=789, h=16+7+22, 
A=789, h=16+22+7, 
A=789, h=16+23+2, 
A=789, h=17+4+22, 
A=789, h=17+10+20, 
A=789, h=17+20+10, 
A=789, h=17+22+4, 
A=789, h=20+10+17, 
A=789, h=20+17+10, 
A=789, h=22+4+17, 
A=789, h=22+7+16, 
A=789, h=22+16+7, 
A=789, h=22+17+4, 
A=789, h=23+2+16, 
A=789, h=23+8+14, 
A=789, h=23+14+8, 
A=789, h=23+16+2, 
A=789, h=25+8+10, 
A=789, h=25+10+8, 
A=789, h=26+7+8, 
A=789, h=26+8+7, 
A=790, h=5+6+27, 
A=790, h=5+18+21, 
A=790, h=5+21+18, 
A=790, h=5+27+6, 
A=790, h=6+5+27, 
A=790, h=6+15+23, 
A=790, h=6+23+15, 
A=790, h=6+27+5, 
A=790, h=9+15+22, 
A=790, h=9+22+15, 
A=790, h=15+6+23, 
A=790, h=15+9+22, 
A=790, h=15+22+9, 
A=790, h=15+23+6, 
A=790, h=18+5+21, 
A=790, h=18+21+5, 
A=790, h=21+5+18, 
A=790, h=21+18+5, 
A=790, h=22+9+15, 
A=790, h=22+15+9, 
A=790, h=23+6+15, 
A=790, h=23+15+6, 
A=790, h=27+5+6, 
A=790, h=27+6+5, 
A=792, h=4+10+26, 
A=792, h=4+26+10, 
A=792, h=10+4+26, 
A=792, h=10+26+4, 
A=792, h=12+18+18, 
A=792, h=14+14+20, 
A=792, h=14+20+14, 
A=792, h=18+12+18, 
A=792, h=18+18+12, 
A=792, h=20+14+14, 
A=792, h=26+4+10, 
A=792, h=26+10+4, 
A=793, h=6+9+26, 
A=793, h=6+26+9, 
A=793, h=9+6+26, 
A=793, h=9+26+6, 
A=793, h=26+6+9, 
A=793, h=26+9+6, 
A=794, h=1+8+27, 
A=794, h=1+27+8, 
A=794, h=3+16+23, 
A=794, h=3+23+16, 
A=794, h=4+7+27, 
A=794, h=4+27+7, 
A=794, h=5+12+25, 
A=794, h=5+25+12, 
A=794, h=7+4+27, 
A=794, h=7+13+24, 
A=794, h=7+24+13, 
A=794, h=7+27+4, 
A=794, h=8+1+27, 
A=794, h=8+17+21, 
A=794, h=8+21+17, 
A=794, h=8+27+1, 
A=794, h=11+12+23, 
A=794, h=11+23+12, 
A=794, h=12+5+25, 
A=794, h=12+11+23, 
A=794, h=12+17+19, 
A=794, h=12+19+17, 
A=794, h=12+23+11, 
A=794, h=12+25+5, 
A=794, h=13+7+24, 
A=794, h=13+15+20, 
A=794, h=13+20+15, 
A=794, h=13+24+7, 
A=794, h=15+13+20, 
A=794, h=15+20+13, 
A=794, h=16+3+23, 
A=794, h=16+23+3, 
A=794, h=17+8+21, 
A=794, h=17+12+19, 
A=794, h=17+19+12, 
A=794, h=17+21+8, 
A=794, h=19+12+17, 
A=794, h=19+17+12, 
A=794, h=20+13+15, 
A=794, h=20+15+13, 
A=794, h=21+8+17, 
A=794, h=21+17+8, 
A=794, h=23+3+16, 
A=794, h=23+11+12, 
A=794, h=23+12+11, 
A=794, h=23+16+3, 
A=794, h=24+7+13, 
A=794, h=24+13+7, 
A=794, h=25+5+12, 
A=794, h=25+12+5, 
A=794, h=27+1+8, 
A=794, h=27+4+7, 
A=794, h=27+7+4, 
A=794, h=27+8+1, 
A=795, h=1+13+25, 
A=795, h=1+25+13, 
A=795, h=7+11+25, 
A=795, h=7+25+11, 
A=795, h=11+7+25, 
A=795, h=11+25+7, 
A=795, h=13+1+25, 
A=795, h=13+25+1, 
A=795, h=25+1+13, 
A=795, h=25+7+11, 
A=795, h=25+11+7, 
A=795, h=25+13+1, 
A=797, h=2+8+27, 
A=797, h=2+27+8, 
A=797, h=5+14+24, 
A=797, h=5+24+14, 
A=797, h=6+19+20, 
A=797, h=6+20+19, 
A=797, h=8+2+27, 
A=797, h=8+27+2, 
A=797, h=10+11+24, 
A=797, h=10+16+21, 
A=797, h=10+21+16, 
A=797, h=10+24+11, 
A=797, h=11+10+24, 
A=797, h=11+24+10, 
A=797, h=12+13+22, 
A=797, h=12+22+13, 
A=797, h=13+12+22, 
A=797, h=13+22+12, 
A=797, h=14+5+24, 
A=797, h=14+24+5, 
A=797, h=16+10+21, 
A=797, h=16+21+10, 
A=797, h=19+6+20, 
A=797, h=19+20+6, 
A=797, h=20+6+19, 
A=797, h=20+19+6, 
A=797, h=21+10+16, 
A=797, h=21+16+10, 
A=797, h=22+12+13, 
A=797, h=22+13+12, 
A=797, h=24+5+14, 
A=797, h=24+10+11, 
A=797, h=24+11+10, 
A=797, h=24+14+5, 
A=797, h=27+2+8, 
A=797, h=27+8+2, 
A=798, h=1+11+26, 
A=798, h=1+26+11, 
A=798, h=2+13+25, 
A=798, h=2+25+13, 
A=798, h=5+17+22, 
A=798, h=5+22+17, 
A=798, h=10+13+23, 
A=798, h=10+23+13, 
A=798, h=11+1+26, 
A=798, h=11+26+1, 
A=798, h=13+2+25, 
A=798, h=13+10+23, 
A=798, h=13+23+10, 
A=798, h=13+25+2, 
A=798, h=17+5+22, 
A=798, h=17+22+5, 
A=798, h=22+5+17, 
A=798, h=22+17+5, 
A=798, h=23+10+13, 
A=798, h=23+13+10, 
A=798, h=25+2+13, 
A=798, h=25+13+2, 
A=798, h=26+1+11, 
A=798, h=26+11+1, 
A=800, h=12+16+20, 
A=800, h=12+20+16, 
A=800, h=16+12+20, 
A=800, h=16+20+12, 
A=800, h=20+12+16, 
A=800, h=20+16+12, 
A=801, h=1+20+20, 
A=801, h=2+11+26, 
A=801, h=2+26+11, 
A=801, h=4+16+23, 
A=801, h=4+23+16, 
A=801, h=5+10+26, 
A=801, h=5+26+10, 
A=801, h=6+6+27, 
A=801, h=6+18+21, 
A=801, h=6+21+18, 
A=801, h=6+27+6, 
A=801, h=9+12+24, 
A=801, h=9+24+12, 
A=801, h=10+5+26, 
A=801, h=10+26+5, 
A=801, h=11+2+26, 
A=801, h=11+14+22, 
A=801, h=11+22+14, 
A=801, h=11+26+2, 
A=801, h=12+9+24, 
A=801, h=12+24+9, 
A=801, h=14+11+22, 
A=801, h=14+22+11, 
A=801, h=16+4+23, 
A=801, h=16+16+17, 
A=801, h=16+17+16, 
A=801, h=16+23+4, 
A=801, h=17+16+16, 
A=801, h=18+6+21, 
A=801, h=18+21+6, 
A=801, h=20+1+20, 
A=801, h=20+20+1, 
A=801, h=21+6+18, 
A=801, h=21+18+6, 
A=801, h=22+11+14, 
A=801, h=22+14+11, 
A=801, h=23+4+16, 
A=801, h=23+16+4, 
A=801, h=24+9+12, 
A=801, h=24+12+9, 
A=801, h=26+2+11, 
A=801, h=26+5+10, 
A=801, h=26+10+5, 
A=801, h=26+11+2, 
A=801, h=27+6+6, 
A=802, h=1+15+24, 
A=802, h=1+24+15, 
A=802, h=3+8+27, 
A=802, h=3+27+8, 
A=802, h=8+3+27, 
A=802, h=8+27+3, 
A=802, h=15+1+24, 
A=802, h=15+24+1, 
A=802, h=24+1+15, 
A=802, h=24+15+1, 
A=802, h=27+3+8, 
A=802, h=27+8+3, 
A=803, h=1+19+21, 
A=803, h=1+21+19, 
A=803, h=3+13+25, 
A=803, h=3+25+13, 
A=803, h=5+7+27, 
A=803, h=5+27+7, 
A=803, h=7+5+27, 
A=803, h=7+15+23, 
A=803, h=7+23+15, 
A=803, h=7+27+5, 
A=803, h=9+19+19, 
A=803, h=13+3+25, 
A=803, h=13+25+3, 
A=803, h=15+7+23, 
A=803, h=15+17+17, 
A=803, h=15+23+7, 
A=803, h=17+15+17, 
A=803, h=17+17+15, 
A=803, h=19+1+21, 
A=803, h=19+9+19, 
A=803, h=19+19+9, 
A=803, h=19+21+1, 
A=803, h=21+1+19, 
A=803, h=21+19+1, 
A=803, h=23+7+15, 
A=803, h=23+15+7, 
A=803, h=25+3+13, 
A=803, h=25+13+3, 
A=803, h=27+5+7, 
A=803, h=27+7+5, 
A=804, h=2+20+20, 
A=804, h=8+8+26, 
A=804, h=8+16+22, 
A=804, h=8+22+16, 
A=804, h=8+26+8, 
A=804, h=16+8+22, 
A=804, h=16+22+8, 
A=804, h=20+2+20, 
A=804, h=20+20+2, 
A=804, h=22+8+16, 
A=804, h=22+16+8, 
A=804, h=26+8+8, 
A=805, h=2+15+24, 
A=805, h=2+24+15, 
A=805, h=6+12+25, 
A=805, h=6+25+12, 
A=805, h=9+18+20, 
A=805, h=9+20+18, 
A=805, h=12+6+25, 
A=805, h=12+25+6, 
A=805, h=15+2+24, 
A=805, h=15+16+18, 
A=805, h=15+18+16, 
A=805, h=15+24+2, 
A=805, h=16+15+18, 
A=805, h=16+18+15, 
A=805, h=18+9+20, 
A=805, h=18+15+16, 
A=805, h=18+16+15, 
A=805, h=18+20+9, 
A=805, h=20+9+18, 
A=805, h=20+18+9, 
A=805, h=24+2+15, 
A=805, h=24+15+2, 
A=805, h=25+6+12, 
A=805, h=25+12+6, 
A=806, h=2+19+21, 
A=806, h=2+21+19, 
A=806, h=3+11+26, 
A=806, h=3+26+11, 
A=806, h=7+9+26, 
A=806, h=7+26+9, 
A=806, h=9+7+26, 
A=806, h=9+10+25, 
A=806, h=9+14+23, 
A=806, h=9+23+14, 
A=806, h=9+25+10, 
A=806, h=9+26+7, 
A=806, h=10+9+25, 
A=806, h=10+25+9, 
A=806, h=11+3+26, 
A=806, h=11+18+19, 
A=806, h=11+19+18, 
A=806, h=11+26+3, 
A=806, h=13+14+21, 
A=806, h=13+21+14, 
A=806, h=14+9+23, 
A=806, h=14+13+21, 
A=806, h=14+21+13, 
A=806, h=14+23+9, 
A=806, h=18+11+19, 
A=806, h=18+19+11, 
A=806, h=19+2+21, 
A=806, h=19+11+18, 
A=806, h=19+18+11, 
A=806, h=19+21+2, 
A=806, h=21+2+19, 
A=806, h=21+13+14, 
A=806, h=21+14+13, 
A=806, h=21+19+2, 
A=806, h=23+9+14, 
A=806, h=23+14+9, 
A=806, h=25+9+10, 
A=806, h=25+10+9, 
A=806, h=26+3+11, 
A=806, h=26+7+9, 
A=806, h=26+9+7, 
A=806, h=26+11+3, 
A=808, h=6+14+24, 
A=808, h=6+24+14, 
A=808, h=14+6+24, 
A=808, h=14+24+6, 
A=808, h=24+6+14, 
A=808, h=24+14+6, 
A=809, h=1+18+22, 
A=809, h=1+22+18, 
A=809, h=3+20+20, 
A=809, h=4+8+27, 
A=809, h=4+27+8, 
A=809, h=6+17+22, 
A=809, h=6+22+17, 
A=809, h=8+4+27, 
A=809, h=8+13+24, 
A=809, h=8+24+13, 
A=809, h=8+27+4, 
A=809, h=10+15+22, 
A=809, h=10+22+15, 
A=809, h=13+8+24, 
A=809, h=13+24+8, 
A=809, h=14+17+18, 
A=809, h=14+18+17, 
A=809, h=15+10+22, 
A=809, h=15+22+10, 
A=809, h=17+6+22, 
A=809, h=17+14+18, 
A=809, h=17+18+14, 
A=809, h=17+22+6, 
A=809, h=18+1+22, 
A=809, h=18+14+17, 
A=809, h=18+17+14, 
A=809, h=18+22+1, 
A=809, h=20+3+20, 
A=809, h=20+20+3, 
A=809, h=22+1+18, 
A=809, h=22+6+17, 
A=809, h=22+10+15, 
A=809, h=22+15+10, 
A=809, h=22+17+6, 
A=809, h=22+18+1, 
A=809, h=24+8+13, 
A=809, h=24+13+8, 
A=809, h=27+4+8, 
A=809, h=27+8+4, 
A=810, h=3+15+24, 
A=810, h=3+24+15, 
A=810, h=4+13+25, 
A=810, h=4+25+13, 
A=810, h=5+16+23, 
A=810, h=5+23+16, 
A=810, h=7+19+20, 
A=810, h=7+20+19, 
A=810, h=8+11+25, 
A=810, h=8+25+11, 
A=810, h=11+8+25, 
A=810, h=11+17+20, 
A=810, h=11+20+17, 
A=810, h=11+25+8, 
A=810, h=12+15+21, 
A=810, h=12+21+15, 
A=810, h=13+4+25, 
A=810, h=13+25+4, 
A=810, h=15+3+24, 
A=810, h=15+12+21, 
A=810, h=15+21+12, 
A=810, h=15+24+3, 
A=810, h=16+5+23, 
A=810, h=16+23+5, 
A=810, h=17+11+20, 
A=810, h=17+20+11, 
A=810, h=19+7+20, 
A=810, h=19+20+7, 
A=810, h=20+7+19, 
A=810, h=20+11+17, 
A=810, h=20+17+11, 
A=810, h=20+19+7, 
A=810, h=21+12+15, 
A=810, h=21+15+12, 
A=810, h=23+5+16, 
A=810, h=23+16+5, 
A=810, h=24+3+15, 
A=810, h=24+15+3, 
A=810, h=25+4+13, 
A=810, h=25+8+11, 
A=810, h=25+11+8, 
A=810, h=25+13+4, 
A=811, h=1+9+27, 
A=811, h=1+27+9, 
A=811, h=3+19+21, 
A=811, h=3+21+19, 
A=811, h=9+1+27, 
A=811, h=9+17+21, 
A=811, h=9+21+17, 
A=811, h=9+27+1, 
A=811, h=15+15+19, 
A=811, h=15+19+15, 
A=811, h=17+9+21, 
A=811, h=17+21+9, 
A=811, h=19+3+21, 
A=811, h=19+15+15, 
A=811, h=19+21+3, 
A=811, h=21+3+19, 
A=811, h=21+9+17, 
A=811, h=21+17+9, 
A=811, h=21+19+3, 
A=811, h=27+1+9, 
A=811, h=27+9+1, 
A=812, h=2+18+22, 
A=812, h=2+22+18, 
A=812, h=6+10+26, 
A=812, h=6+26+10, 
A=812, h=10+6+26, 
A=812, h=10+26+6, 
A=812, h=18+2+22, 
A=812, h=18+22+2, 
A=812, h=22+2+18, 
A=812, h=22+18+2, 
A=812, h=26+6+10, 
A=812, h=26+10+6, 
A=813, h=4+11+26, 
A=813, h=4+26+11, 
A=813, h=11+4+26, 
A=813, h=11+26+4, 
A=813, h=14+16+19, 
A=813, h=14+19+16, 
A=813, h=16+14+19, 
A=813, h=16+19+14, 
A=813, h=19+14+16, 
A=813, h=19+16+14, 
A=813, h=26+4+11, 
A=813, h=26+11+4, 
A=814, h=2+9+27, 
A=814, h=2+27+9, 
A=814, h=6+7+27, 
A=814, h=6+27+7, 
A=814, h=7+6+27, 
A=814, h=7+18+21, 
A=814, h=7+21+18, 
A=814, h=7+27+6, 
A=814, h=9+2+27, 
A=814, h=9+27+2, 
A=814, h=18+7+21, 
A=814, h=18+21+7, 
A=814, h=21+7+18, 
A=814, h=21+18+7, 
A=814, h=27+2+9, 
A=814, h=27+6+7, 
A=814, h=27+7+6, 
A=814, h=27+9+2, 
A=816, h=4+20+20, 
A=816, h=20+4+20, 
A=816, h=20+20+4, 
A=817, h=3+18+22, 
A=817, h=3+22+18, 
A=817, h=4+15+24, 
A=817, h=4+24+15, 
A=817, h=12+12+23, 
A=817, h=12+23+12, 
A=817, h=13+18+18, 
A=817, h=15+4+24, 
A=817, h=15+24+4, 
A=817, h=18+3+22, 
A=817, h=18+13+18, 
A=817, h=18+18+13, 
A=817, h=18+22+3, 
A=817, h=22+3+18, 
A=817, h=22+18+3, 
A=817, h=23+12+12, 
A=817, h=24+4+15, 
A=817, h=24+15+4, 
A=818, h=4+19+21, 
A=818, h=4+21+19, 
A=818, h=5+8+27, 
A=818, h=5+27+8, 
A=818, h=7+12+25, 
A=818, h=7+25+12, 
A=818, h=8+5+27, 
A=818, h=8+15+23, 
A=818, h=8+23+15, 
A=818, h=8+27+5, 
A=818, h=11+11+24, 
A=818, h=11+16+21, 
A=818, h=11+21+16, 
A=818, h=11+24+11, 
A=818, h=12+7+25, 
A=818, h=12+25+7, 
A=818, h=15+8+23, 
A=818, h=15+23+8, 
A=818, h=16+11+21, 
A=818, h=16+21+11, 
A=818, h=19+4+21, 
A=818, h=19+21+4, 
A=818, h=21+4+19, 
A=818, h=21+11+16, 
A=818, h=21+16+11, 
A=818, h=21+19+4, 
A=818, h=23+8+15, 
A=818, h=23+15+8, 
A=818, h=24+11+11, 
A=818, h=25+7+12, 
A=818, h=25+12+7, 
A=818, h=27+5+8, 
A=818, h=27+8+5, 
A=819, h=1+17+23, 
A=819, h=1+23+17, 
A=819, h=3+9+27, 
A=819, h=3+27+9, 
A=819, h=5+13+25, 
A=819, h=5+25+13, 
A=819, h=9+3+27, 
A=819, h=9+27+3, 
A=819, h=11+13+23, 
A=819, h=11+23+13, 
A=819, h=13+5+25, 
A=819, h=13+11+23, 
A=819, h=13+17+19, 
A=819, h=13+19+17, 
A=819, h=13+23+11, 
A=819, h=13+25+5, 
A=819, h=17+1+23, 
A=819, h=17+13+19, 
A=819, h=17+19+13, 
A=819, h=17+23+1, 
A=819, h=19+13+17, 
A=819, h=19+17+13, 
A=819, h=23+1+17, 
A=819, h=23+11+13, 
